"","SampleID","Achnanthidium","Actinoptychus","Amphiprora","Asterionella","Asterionellopsis","Attheya","Bacillaria","Bacterosira","Bellerochea","Chaetoceros","Corethron","Coscinodiscus","Craticula","Cylindrotheca","Eolimna","Eucampia","Fragilariopsis","Guinardia","Leptocylindrus","Licmophora","Lithodesmium","Melosira","Navicula","Nitzschia","Planktoniella","Pleurosira","Porosira","Proboscia","Psammoneis","Pseudo-nitzschia","Raphid-pennate_X","Rhizosolenia","Skeletonema","Stellarima","Stephanodiscus","Synedra","Thalassiosira","Toxarium","Unclassified Eukaryota"
"1","20ppt3C_1",0.00050354417631793,0,0.0001084556687454,0,0.000542278343727002,0,0.000247898671418058,0,0,0.102196227292094,0.00510516326451563,0.00178951853429911,0,0,7.74683348181431e-05,0.000805670682108688,0.229275283727776,0,0,0,0,0,0,0,0.0105047062013402,0,0.000596506178099702,9.29620017817717e-05,0,0,0.000325367006236201,0.405639694774761,0,0.010094124026804,0,0.000185924003563543,0.0168261223225007,0.00121625285664485,0.00185149320215362
"2","20ppt3C_2",0.000780859296173789,0,9.65106995270976e-05,0,0.000561516797248568,0,0.000333400598366337,0,0,0.0946506751362117,0.00349193258288953,0.00190389289067092,0,0,0,0.00046500609772147,0.262456460513963,0,0,0,0,0,0,0,0.0120024215411881,0,0.000517648297463523,3.50947998280355e-05,0,0,0.000175473999140177,0.394132149468752,0,0.00684348596646692,0,0.000254437298753257,0.0168981461171991,0.000859822595786869,0.00172841889153075
"3","20ppt3C_3",0.000545302249231236,0,0.000567788939921184,6.18383993973567e-05,0.0018101786005408,0,0.00182704361855827,0,0,0.0343315550108779,0.194397441014599,0.00367095225513399,0,0,0.000534058903886262,0.00459290657342186,0.135055064283827,0,4.49733813798958e-05,0,0,0,0.00197320710804293,0,0.00625130001180551,0,0.0196758543537044,0.00146163489484661,0,0.00479528678963139,0.000230488579571966,0.319608956448902,0.00074206079276828,0.0156394933748588,0,0.000213623561554505,0.0247634681223051,0.0016808801290736,0.0204122934738002
"4","35ppt0C_1",0.000296282790528067,0,0.000326670769043766,0,0.00149660794189819,0,0.00128389209228829,0,0,0.0311400809839627,0.149584824243529,0.00487727055176972,0,0,0.000334267763672691,0.00607759570313984,0.093443033935775,0,3.7984973144624e-05,0,0,0,0.00164095083984776,0,0.00748303970949093,0,0.0219629114722216,0.00145862296875356,0,0.00567495498780682,0.000159536887207421,0.406864644346696,0.00074450547363463,0.0224111341553282,7.5969946289248e-06,0,0.0310793050269313,0.00182327871094195,0.0198813349438962
"5","35ppt0C_2",0.000461556213700527,0,0.000397451184019898,0,0.00163467825685603,0,0.00143595266484608,0.000480787722604716,0,0.031199917945562,0.173577188866238,0.00317960947215919,0,0,0.000198725592009949,0.00452581509545239,0.112927420285396,3.84630178083772e-05,6.41050296806287e-05,0,0,0,0.00119876405502776,0,0.00737848891624037,0,0.0217572470736054,0.0012949215995487,0,0.00521173891303512,0.000128210059361257,0.334564149903201,0.000333346154339269,0.0171993794633127,0,0.00013462056232932,0.0248342884982756,0.00197443491416337,0.017641704168109
"6","35ppt0C_3",0.000590749998411962,0,0.000171508064055086,0,0.000876596771837105,0,0.000406537633315759,0,0,0.103806843806971,0.00590749998411962,0.00162615053326304,0,0,9.5282257808381e-05,0.000749553761425931,0.226422405305316,9.5282257808381e-05,0,0,0,0,0.000114338709370057,0,0.00975690319957822,0,0.00120690859890616,5.71693546850286e-05,0,0,0.000184212365096203,0.403088415583096,0.000114338709370057,0.0102714273917435,0,0.00034936827863073,0.0160010671612875,0.00118149999682392,0.00215973117698997
"7","50ppt-3C_1",0.000718485885533854,0,0.00166386205070998,0,0.00278570843338564,0,0.00269117081686803,0.00143697177106771,0,0.0175966016878116,0.102201465963307,0.00197268493133418,0,0,0.000749998424373058,0.00371217707525825,0.138560633275981,0,0.0003088228806242,0,7.56300932140899e-05,0,0.00215545765660156,0,0.00550839178909288,0,0.0303402723943857,0.00160083697303157,0,0.000932771149640442,0.00115966142928271,0.39216094083836,0,0.0207667630950355,0,0.000478990590355903,0.022689027964227,0.00127310656910385,0.012510477919164
"8","50ppt-3C_2",0.000469480326703074,0,8.97535918697054e-05,0,0.000655891632894001,0,0.000317589632769727,0,0,0.0827597158263199,0.00828494694181896,0.00128416677598194,0,0,0,0.000635179265539454,0.223997348816979,0,0,0,0,0,0,0,0.0121581596371193,0,0.000793974081924317,4.83288571606106e-05,0,0,0.000269260775609116,0.406266181536996,0.000269260775609116,0.0086508654317493,0,0.000207123673545474,0.0113227608204859,0.00179507183739411,0.00177435947003956
"9","50ppt-3C_3",0.000941205998619565,0,0.00242621990755266,0,0.00294911212900797,0,0.0041134188087818,0,0,0.0135742820689799,0.0917222675395481,0.00303277488444082,0,0,0.000808739969184218,0.00398095277934645,0.159126560833281,0,0.000132466029435346,0,0,0,0.00191029958238341,0,0.00628167855374983,0,0.040743761895798,0.00212642836725161,0,0.000634442562032447,0.0015059295977913,0.401581226077681,0,0.0304881024589878,0,0.000662330147176731,0.0221985177748496,0.00146409822007488,0.0152126776962066
"10","Ev32Core_A",0.00602186970583706,0,0.00184814415524411,0,0.00195595256430002,0.000600646850454335,0.00731557061450793,0,0,0.0311258278145695,0.00782381025720006,0.0016787309410134,0,0,0.000385030032342523,0.00050823964269213,0.252364084398583,0,7.70060064685045e-05,0,0,0.000215616818111813,0.00540582165408902,0.0315570614507932,0.00557523486831973,0,0.00380409671954412,0.000246419220699215,0,0.00112428769444017,0.0803634683505313,0.142984752810719,0,0.00434313876482366,0,0.000369628831048822,0.0133682427229324,0.000523640843985831,0.0051286000308024
